"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1_sim","res_2_sim","dem_1_sim","dem_2_sim","dem_3_sim"
3926,1,NA,1,2,3,7,30,NA,NA
3927,1,NA,1,2,NA,NA,64,NA,2
3928,2,1,1,NA,1,1,NA,1,2
3929,2,1,1,2,1,16,38,1,2
3930,NA,NA,NA,1,3,NA,67,3,2
3931,1,1,NA,1,NA,12,24,NA,NA
3932,1,1,NA,NA,NA,NA,NA,NA,2
3933,NA,NA,1,NA,2,NA,NA,1,2
3934,1,NA,1,2,2,5,18,1,NA
3935,NA,1,1,1,2,4,82,1,NA
3936,1,1,1,NA,2,16,NA,NA,2
3937,1,NA,1,NA,NA,10,4,NA,2
3938,2,NA,1,1,NA,6,71,1,2
3939,2,NA,NA,2,2,15,NA,NA,NA
3940,2,1,1,NA,NA,5,70,3,2
3941,NA,1,NA,NA,2,NA,66,NA,2
3942,NA,2,1,2,2,3,18,1,2
3943,NA,1,1,1,NA,NA,27,2,NA
3944,2,1,NA,NA,2,5,NA,1,2
3945,NA,NA,1,2,2,NA,63,1,2
3946,NA,1,NA,2,NA,NA,NA,1,2
3947,2,1,1,1,1,NA,NA,3,NA
3948,2,NA,NA,2,NA,3,65,1,NA
3949,2,NA,1,NA,1,NA,39,NA,2
3950,2,NA,1,NA,1,14,59,NA,NA
3951,1,1,1,2,2,13,47,NA,2
3952,1,1,NA,2,2,NA,89,2,2
3953,NA,NA,1,NA,3,NA,8,2,2
3954,1,1,1,1,NA,3,51,NA,2
3955,NA,NA,NA,NA,NA,13,NA,NA,2
3956,NA,1,1,1,NA,NA,7,NA,2
3957,1,1,1,NA,2,6,54,NA,2
3958,NA,1,1,NA,1,NA,NA,1,NA
3959,2,1,NA,2,NA,16,NA,1,2
3960,2,1,NA,2,NA,NA,17,NA,1
3961,NA,NA,NA,2,2,NA,68,1,2
3962,1,NA,1,NA,1,9,85,1,2
3963,NA,1,NA,NA,NA,NA,NA,1,NA
3964,NA,1,1,1,3,2,19,3,2
3965,2,1,1,NA,NA,15,44,1,2
3966,1,1,NA,NA,1,12,60,NA,NA
3967,NA,1,1,2,NA,5,2,NA,2
3968,2,1,1,2,2,NA,NA,1,NA
3969,NA,NA,NA,NA,2,6,NA,NA,NA
3970,1,1,NA,1,1,4,53,1,NA
3971,NA,NA,1,NA,1,NA,86,1,2
3972,NA,NA,1,2,2,6,NA,1,2
3973,1,1,1,2,3,11,5,1,NA
3974,2,NA,NA,1,NA,10,5,NA,NA
3975,NA,1,NA,NA,NA,NA,5,NA,NA
3976,NA,2,NA,1,NA,3,24,NA,NA
3977,1,NA,NA,NA,2,11,21,1,NA
3978,2,1,1,2,NA,8,NA,4,2
3979,NA,1,1,2,1,13,20,1,NA
3980,NA,1,1,NA,NA,1,39,NA,2
3981,NA,NA,1,NA,NA,11,26,4,2
3982,NA,1,1,1,1,11,NA,NA,2
3983,1,1,NA,1,2,NA,NA,1,NA
3984,2,1,1,1,2,13,5,4,2
3985,1,1,1,2,2,NA,27,NA,2
3986,NA,1,1,2,NA,10,13,1,2
3987,NA,1,1,2,NA,12,0,1,NA
3988,NA,1,NA,1,NA,4,4,1,1
3989,2,NA,1,2,2,NA,80,2,2
3990,2,NA,1,2,NA,1,61,1,2
3991,2,NA,1,NA,3,NA,76,1,2
3992,NA,2,NA,2,NA,5,NA,NA,2
3993,2,1,1,2,2,3,73,1,NA
3994,2,NA,1,1,2,6,NA,1,NA
3995,2,NA,1,1,2,10,NA,1,NA
3996,NA,2,1,2,2,NA,NA,NA,2
3997,1,1,1,1,NA,NA,NA,1,2
3998,NA,NA,NA,NA,2,NA,20,NA,2
3999,1,NA,1,NA,1,1,NA,1,2
4000,NA,1,1,1,2,NA,67,1,2
4001,1,1,1,2,1,2,NA,1,2
4002,1,1,1,2,NA,NA,NA,NA,NA
4003,2,1,1,NA,3,NA,62,NA,2
4004,NA,1,1,1,NA,6,NA,1,NA
4005,1,2,2,1,NA,12,56,1,2
4006,2,1,1,NA,2,9,NA,NA,NA
4007,NA,NA,1,2,3,15,75,1,2
4008,2,1,1,1,2,1,NA,NA,2
4009,NA,1,1,1,2,1,45,1,NA
4010,1,NA,1,2,NA,5,59,NA,2
4011,NA,NA,1,NA,2,NA,NA,1,NA
4012,2,NA,NA,NA,2,14,82,1,2
4013,NA,1,1,1,1,11,NA,1,NA
4014,2,1,1,NA,1,NA,57,4,NA
4015,2,1,2,NA,NA,3,NA,NA,2
4016,NA,NA,1,NA,2,NA,29,1,2
4017,NA,1,1,1,NA,14,NA,NA,NA
4018,NA,2,NA,NA,3,4,11,2,NA
4019,2,1,NA,2,NA,NA,NA,1,NA
4020,NA,NA,1,1,1,13,75,NA,2
4021,2,NA,1,NA,2,11,NA,1,NA
4022,2,NA,1,NA,2,NA,83,1,2
4023,NA,NA,1,2,1,13,73,1,NA
4024,2,2,1,2,3,5,10,1,NA
4025,NA,1,NA,2,1,NA,10,1,1
4026,2,1,NA,2,NA,6,4,1,NA
4027,2,NA,1,1,NA,NA,76,1,2
4028,NA,1,NA,NA,NA,NA,40,1,2
4029,2,1,NA,1,NA,16,79,2,2
4030,2,NA,NA,1,NA,3,8,NA,2
4031,2,NA,1,2,2,NA,47,1,2
4032,NA,NA,NA,NA,NA,12,11,NA,2
4033,NA,NA,1,1,2,16,NA,NA,NA
4034,NA,NA,1,NA,NA,12,NA,3,2
4035,2,NA,1,NA,2,NA,29,1,2
4036,2,NA,1,NA,NA,14,6,1,2
4037,2,1,NA,NA,1,NA,NA,1,NA
4038,2,1,2,1,NA,15,59,1,NA
4039,2,1,1,2,3,11,NA,NA,2
4040,1,1,1,NA,1,NA,52,1,2
4041,1,1,NA,2,2,8,NA,1,NA
4042,NA,1,1,1,2,NA,NA,NA,2
4043,NA,1,NA,1,2,4,24,2,2
4044,2,1,1,NA,NA,15,NA,1,2
4045,1,2,1,2,3,16,NA,1,NA
4046,1,NA,NA,2,2,13,NA,NA,2
4047,1,1,NA,NA,2,11,0,NA,NA
4048,NA,1,1,1,3,11,79,1,2
4049,NA,1,NA,NA,2,5,2,NA,NA
4050,1,1,NA,NA,NA,13,24,NA,2
4051,2,1,NA,1,1,9,45,1,1
4052,2,NA,1,2,2,5,NA,1,NA
4053,NA,2,1,NA,2,NA,NA,1,2
4054,1,2,1,NA,NA,4,NA,1,NA
4055,NA,1,NA,1,3,NA,NA,1,2
4056,NA,NA,1,2,2,NA,NA,1,2
4057,NA,1,NA,1,2,NA,6,NA,2
4058,2,2,NA,1,NA,NA,14,2,NA
4059,NA,1,1,NA,2,7,4,NA,2
4060,NA,NA,1,NA,1,16,NA,NA,NA
4061,1,1,1,1,NA,1,39,1,NA
4062,NA,1,1,2,2,1,41,1,2
4063,2,1,NA,NA,NA,2,31,3,2
4064,2,NA,NA,NA,3,2,3,NA,NA
4065,1,1,1,2,3,15,90,NA,2
4066,2,NA,NA,2,NA,NA,69,1,2
4067,2,NA,1,2,NA,4,89,3,NA
4068,2,NA,NA,NA,1,10,53,1,2
4069,2,1,NA,NA,NA,NA,25,1,2
4070,2,1,NA,NA,2,8,0,NA,NA
4071,NA,1,1,NA,NA,NA,60,1,2
4072,2,NA,NA,2,3,14,NA,NA,1
4073,2,1,1,NA,2,NA,NA,3,2
4074,1,NA,1,NA,1,NA,17,NA,2
4075,NA,1,1,NA,NA,12,88,1,NA
4076,1,NA,1,1,NA,1,18,NA,2
4077,NA,NA,NA,NA,2,16,NA,1,2
4078,2,NA,NA,NA,NA,12,22,NA,2
4079,1,NA,1,1,2,9,NA,NA,1
4080,NA,1,1,NA,NA,NA,51,1,2
4081,NA,1,1,NA,2,9,58,NA,NA
4082,2,1,1,2,NA,7,63,1,2
4083,1,1,NA,NA,2,NA,47,NA,2
4084,NA,1,NA,1,1,NA,81,1,NA
4085,1,NA,1,2,NA,9,48,NA,NA
4086,NA,NA,1,NA,NA,7,44,NA,2
4087,NA,1,1,2,1,3,NA,1,2
4088,NA,1,1,NA,NA,2,NA,1,NA
4089,2,NA,NA,2,NA,NA,86,NA,NA
4090,NA,1,2,2,NA,11,NA,3,2
4091,1,1,1,1,2,13,75,1,2
4092,1,2,1,1,3,7,69,NA,2
4093,NA,1,1,NA,2,5,63,1,2
4094,NA,1,1,1,NA,12,35,1,2
4095,1,NA,1,1,NA,9,62,1,NA
4096,NA,NA,1,2,NA,NA,15,NA,2
4097,1,1,1,2,NA,6,NA,1,2
4098,NA,NA,1,2,2,NA,NA,NA,NA
4099,NA,1,1,1,NA,NA,NA,1,NA
4100,NA,1,1,NA,3,NA,1,1,2
4101,2,NA,NA,2,3,NA,NA,NA,NA
4102,1,NA,1,1,2,1,56,1,NA
4103,2,1,NA,NA,2,16,76,NA,NA
4104,NA,NA,NA,1,2,1,NA,NA,NA
4105,2,2,NA,NA,2,5,85,NA,NA
4106,NA,1,NA,1,2,12,1,1,NA
4107,1,NA,NA,2,NA,NA,6,1,2
4108,2,NA,NA,2,2,NA,NA,3,2
4109,NA,1,1,2,1,NA,39,NA,2
4110,2,NA,NA,2,NA,5,84,1,NA
4111,2,1,1,1,NA,5,NA,1,NA
4112,1,1,1,2,1,NA,NA,3,NA
4113,NA,1,NA,2,NA,11,14,2,2
4114,2,NA,1,NA,3,15,NA,NA,2
4115,1,1,NA,1,2,16,NA,NA,2
4116,1,1,NA,NA,3,NA,NA,1,2
4117,1,1,NA,NA,2,NA,NA,1,NA
4118,NA,NA,NA,1,2,3,74,NA,NA
4119,NA,NA,1,NA,2,4,NA,1,2
4120,2,NA,2,NA,NA,15,NA,4,2
4121,1,NA,1,1,1,NA,88,3,1
4122,2,1,1,NA,NA,16,NA,1,2
4123,2,NA,1,1,NA,NA,65,NA,2
4124,1,1,1,NA,2,11,11,NA,2
4125,NA,NA,NA,1,1,NA,50,1,NA
4126,NA,1,1,NA,NA,12,1,2,2
4127,1,NA,1,2,2,15,NA,NA,2
4128,2,1,1,1,NA,1,16,NA,2
4129,2,NA,NA,NA,NA,1,87,1,2
4130,1,NA,1,NA,2,NA,NA,1,2
4131,1,1,NA,NA,NA,NA,NA,1,NA
4132,NA,NA,NA,NA,2,6,83,1,2
4133,2,NA,1,NA,NA,NA,30,NA,NA
4134,2,1,1,NA,1,8,33,1,NA
4135,1,NA,1,NA,1,NA,25,3,2
4136,1,1,NA,NA,1,10,84,1,2
4137,2,1,1,2,NA,NA,34,NA,2
4138,1,1,NA,2,2,NA,NA,1,NA
4139,1,NA,2,1,NA,NA,NA,1,2
4140,NA,1,NA,NA,1,NA,18,1,NA
4141,NA,2,1,1,1,14,28,1,NA
4142,1,1,1,NA,1,16,NA,1,NA
4143,2,1,2,NA,3,9,NA,NA,2
4144,2,1,1,2,NA,NA,67,NA,NA
4145,2,1,1,2,NA,3,NA,1,NA
4146,2,1,1,1,3,NA,83,NA,2
4147,2,1,2,2,NA,10,65,2,1
4148,2,NA,1,1,2,11,56,NA,2
4149,2,2,NA,NA,NA,NA,16,NA,2
4150,2,1,NA,NA,1,5,89,1,NA
4151,NA,2,NA,1,2,NA,NA,3,2
4152,NA,1,NA,NA,1,8,37,4,2
4153,NA,1,NA,2,NA,NA,16,1,2
4154,2,1,1,1,2,5,NA,1,2
4155,1,1,1,1,3,NA,90,1,NA
4156,1,NA,1,1,NA,1,80,NA,2
4157,NA,1,NA,NA,NA,15,NA,3,NA
4158,1,1,NA,1,2,15,NA,1,NA
4159,NA,1,NA,NA,3,NA,NA,1,2
4160,NA,1,NA,2,2,NA,36,1,2
4161,NA,NA,1,NA,1,8,NA,4,NA
4162,2,1,1,NA,2,2,NA,1,NA
4163,2,1,1,NA,2,15,NA,2,NA
4164,NA,NA,NA,NA,1,13,70,1,2
4165,1,1,1,NA,3,NA,NA,NA,NA
4166,2,1,1,NA,NA,8,87,NA,NA
4167,NA,2,1,1,1,NA,84,NA,2
4168,2,NA,1,NA,NA,NA,NA,3,NA
4169,2,1,1,1,NA,NA,90,3,NA
4170,2,NA,1,1,3,16,29,2,2
4171,1,1,1,2,NA,13,7,NA,2
4172,NA,1,1,NA,NA,11,NA,NA,NA
4173,NA,1,NA,1,2,6,18,NA,NA
4174,2,NA,1,1,NA,5,21,NA,2
4175,2,1,1,NA,NA,NA,80,1,2
4176,NA,NA,1,2,NA,6,38,1,2
4177,2,NA,NA,NA,3,NA,NA,1,NA
4178,2,NA,1,NA,NA,7,NA,1,2
4179,NA,1,NA,NA,NA,8,75,NA,NA
4180,2,NA,NA,NA,2,3,47,1,2
4181,NA,1,1,NA,NA,1,12,NA,2
4182,NA,1,1,2,1,8,15,1,NA
4183,1,1,1,2,NA,8,74,1,2
4184,1,1,NA,1,2,NA,75,1,NA
4185,NA,1,NA,2,2,16,11,3,2
4186,2,NA,1,NA,2,8,6,2,NA
4187,NA,NA,1,2,2,14,NA,1,2
4188,NA,1,1,2,2,12,35,NA,NA
4189,NA,NA,1,1,1,13,NA,1,2
4190,2,2,1,1,NA,4,41,3,NA
4191,NA,1,1,1,3,14,13,1,NA
4192,2,1,1,1,3,3,NA,NA,NA
4193,NA,NA,NA,2,2,11,48,1,2
4194,2,1,NA,2,1,NA,NA,NA,2
4195,2,2,NA,NA,1,NA,61,1,2
4196,NA,1,1,2,2,2,NA,1,2
4197,2,1,1,1,NA,NA,NA,NA,2
4198,1,1,NA,2,NA,15,NA,NA,2
4199,NA,1,NA,1,1,15,NA,1,2
4200,NA,1,2,1,2,16,NA,NA,NA
4201,NA,1,NA,1,NA,NA,9,1,2
4202,2,NA,1,2,NA,7,28,2,NA
4203,NA,NA,NA,NA,2,7,27,NA,2
4204,NA,NA,1,NA,NA,8,27,1,2
4205,1,2,1,1,NA,1,NA,NA,NA
4206,2,NA,1,2,NA,14,70,NA,2
4207,2,NA,NA,NA,2,NA,NA,4,2
4208,2,1,NA,2,NA,1,NA,NA,NA
4209,NA,1,NA,1,1,NA,26,1,2
4210,NA,NA,1,2,2,7,NA,1,2
4211,2,NA,1,1,2,NA,47,1,2
4212,2,1,NA,1,NA,NA,69,1,2
4213,2,1,NA,2,1,16,NA,NA,NA
4214,NA,1,2,1,NA,14,NA,NA,2
4215,NA,NA,1,NA,NA,15,NA,NA,NA
4216,1,1,1,2,NA,8,39,NA,2
4217,1,1,1,NA,NA,16,5,NA,NA
4218,1,NA,1,NA,1,NA,75,1,NA
4219,2,1,1,NA,NA,12,85,1,NA
4220,2,NA,1,NA,NA,7,67,1,2
4221,1,1,NA,2,2,12,0,1,2
4222,1,1,1,NA,2,6,89,NA,2
4223,NA,NA,NA,1,1,NA,64,4,2
4224,1,1,1,NA,NA,NA,NA,NA,2
4225,NA,NA,NA,1,NA,NA,55,1,2
4226,2,NA,1,NA,3,NA,NA,NA,2
4227,NA,1,NA,2,NA,7,NA,4,2
4228,NA,1,NA,2,3,14,73,1,2
4229,NA,1,NA,2,NA,8,72,NA,2
4230,NA,NA,NA,1,NA,4,NA,3,NA
4231,2,NA,1,1,NA,15,NA,1,2
4232,2,NA,1,NA,3,13,11,NA,NA
4233,2,1,1,1,2,15,NA,1,2
4234,NA,1,1,NA,NA,NA,48,1,2
4235,NA,NA,1,2,NA,NA,NA,NA,2
4236,NA,2,NA,1,NA,NA,7,NA,2
4237,NA,1,1,1,2,7,NA,1,1
4238,NA,NA,NA,NA,1,NA,81,1,2
4239,2,1,1,NA,2,10,80,1,NA
4240,2,NA,NA,NA,3,2,56,NA,NA
4241,2,NA,NA,1,1,2,38,NA,2
4242,NA,NA,NA,NA,NA,NA,NA,1,NA
4243,2,NA,NA,2,1,NA,17,1,NA
4244,1,2,NA,1,NA,NA,61,2,2
4245,2,1,1,1,NA,5,NA,1,NA
4246,2,1,1,NA,1,5,NA,NA,2
4247,1,1,NA,NA,NA,10,15,NA,2
4248,NA,1,1,2,NA,14,NA,NA,NA
4249,NA,1,NA,2,3,NA,NA,1,2
4250,NA,NA,1,1,NA,4,37,2,2
4251,1,1,1,2,NA,NA,NA,NA,NA
4252,1,NA,1,2,NA,14,NA,NA,NA
4253,2,1,2,2,NA,NA,NA,1,2
4254,2,NA,NA,NA,2,NA,NA,NA,2
4255,1,1,1,NA,NA,NA,NA,1,2
4256,1,NA,1,1,2,8,89,1,1
4257,2,NA,1,1,NA,NA,23,NA,NA
4258,2,2,1,2,1,NA,NA,NA,NA
4259,NA,1,1,2,NA,NA,59,NA,2
4260,NA,NA,NA,1,2,NA,NA,3,NA
4261,NA,NA,1,2,1,NA,NA,1,2
4262,NA,NA,NA,2,3,11,34,1,NA
4263,NA,1,1,1,NA,16,56,NA,2
4264,NA,1,1,2,2,NA,89,NA,1
4265,NA,1,NA,1,2,3,89,NA,NA
4266,1,1,1,1,3,NA,62,2,2
4267,NA,NA,1,NA,1,11,60,1,2
4268,2,1,1,2,NA,1,31,NA,NA
4269,2,1,NA,2,3,NA,50,1,2
4270,NA,1,NA,1,NA,15,27,1,NA
4271,1,1,NA,1,2,NA,NA,1,NA
4272,NA,1,1,NA,2,8,7,NA,2
4273,2,NA,NA,1,2,8,28,4,2
4274,NA,2,1,1,2,14,NA,3,NA
4275,NA,NA,1,1,2,NA,NA,NA,NA
4276,NA,1,1,1,1,6,38,NA,2
4277,2,1,NA,NA,NA,16,45,NA,2
4278,NA,1,NA,1,2,NA,NA,2,2
4279,2,1,NA,NA,2,NA,12,3,2
4280,NA,1,1,2,NA,11,NA,NA,NA
4281,NA,NA,1,2,1,6,10,NA,2
4282,1,NA,1,1,2,16,NA,NA,NA
4283,NA,2,1,NA,3,12,1,NA,NA
4284,2,NA,1,2,NA,NA,81,NA,2
4285,NA,NA,1,NA,3,14,28,NA,2
4286,2,1,1,NA,NA,12,10,1,NA
4287,NA,1,NA,2,NA,NA,NA,NA,NA
4288,1,2,1,NA,2,NA,43,1,2
4289,NA,2,1,NA,3,NA,54,1,NA
4290,NA,NA,1,2,3,6,8,NA,2
4291,NA,NA,1,1,2,NA,71,1,2
4292,NA,1,NA,2,2,NA,NA,1,NA
4293,NA,1,1,2,2,NA,NA,NA,NA
4294,NA,1,1,2,NA,4,78,NA,2
4295,1,NA,1,NA,3,14,6,1,2
4296,NA,1,NA,NA,1,NA,10,1,2
4297,2,1,NA,NA,2,12,NA,1,NA
4298,1,1,NA,NA,1,16,1,NA,NA
4299,NA,1,NA,NA,NA,15,34,1,2
4300,2,NA,1,NA,2,NA,NA,NA,NA
4301,NA,1,NA,2,1,NA,72,2,NA
4302,1,1,1,NA,NA,10,NA,NA,NA
4303,1,NA,1,NA,NA,NA,14,2,NA
4304,1,1,1,NA,NA,7,NA,NA,NA
4305,2,1,1,NA,3,15,17,1,2
4306,1,1,1,1,NA,NA,16,1,2
4307,NA,NA,1,2,NA,3,12,2,2
4308,1,NA,1,2,2,1,13,NA,2
4309,NA,1,NA,1,2,NA,NA,NA,2
4310,2,1,NA,1,NA,15,NA,1,2
4311,2,2,1,2,NA,4,NA,NA,NA
4312,1,2,1,2,1,NA,60,1,2
4313,NA,1,NA,NA,NA,NA,10,1,NA
4314,NA,1,NA,1,2,5,NA,1,NA
4315,NA,1,1,1,1,NA,NA,3,2
4316,2,1,1,1,NA,4,NA,1,2
4317,2,1,1,2,NA,4,66,1,2
4318,NA,1,1,NA,2,14,9,3,NA
4319,2,1,NA,2,NA,2,15,1,2
4320,2,1,1,1,3,13,81,NA,NA
4321,2,NA,1,NA,2,NA,33,NA,2
4322,1,1,NA,2,2,14,67,NA,2
4323,2,1,1,1,2,1,29,1,NA
4324,NA,1,NA,2,NA,NA,19,1,2
4325,1,1,NA,NA,2,3,NA,NA,2
4326,2,1,NA,2,3,NA,57,3,2
4327,NA,1,NA,1,2,NA,3,NA,NA
4328,NA,1,NA,2,3,12,6,NA,2
4329,2,1,NA,NA,2,NA,NA,1,1
4330,NA,NA,1,2,1,NA,19,1,NA
4331,2,NA,1,NA,1,10,NA,1,2
4332,NA,NA,NA,1,NA,8,36,NA,NA
4333,NA,1,NA,NA,NA,NA,NA,3,NA
4334,1,NA,NA,NA,1,NA,26,2,2
4335,2,1,NA,NA,NA,16,90,3,NA
4336,NA,1,1,2,NA,9,NA,NA,2
4337,2,NA,NA,2,NA,12,8,NA,2
4338,2,NA,1,NA,NA,10,NA,1,2
4339,2,NA,1,1,NA,1,68,2,NA
4340,1,NA,2,1,NA,10,3,1,2
4341,NA,1,1,NA,3,12,24,1,2
4342,NA,1,1,NA,2,NA,NA,1,NA
4343,NA,1,NA,1,NA,NA,18,NA,2
4344,2,NA,1,NA,NA,16,10,1,2
4345,1,1,1,2,1,15,46,NA,2
4346,NA,NA,NA,2,NA,12,48,1,2
4347,NA,NA,1,NA,3,4,70,NA,NA
4348,NA,NA,1,NA,2,14,19,3,2
4349,2,1,NA,1,2,12,11,1,2
4350,NA,1,1,NA,NA,6,16,NA,NA
4351,2,NA,NA,2,NA,NA,NA,3,NA
4352,NA,NA,NA,1,3,NA,NA,NA,NA
4353,1,1,2,NA,2,NA,46,NA,NA
4354,NA,NA,2,NA,3,4,72,1,2
4355,1,1,NA,1,1,14,20,1,2
4356,1,NA,NA,NA,2,11,86,4,NA
4357,NA,1,NA,2,2,10,NA,NA,2
4358,1,1,NA,2,NA,9,NA,1,NA
4359,NA,NA,NA,2,2,NA,23,1,NA
4360,1,1,NA,1,NA,5,64,1,NA
4361,2,1,1,NA,2,NA,NA,NA,NA
4362,NA,1,1,2,NA,NA,6,3,NA
4363,1,1,1,1,NA,4,NA,NA,NA
4364,1,NA,NA,2,2,3,52,1,2
4365,NA,1,NA,2,NA,NA,30,3,NA
4366,NA,NA,1,NA,1,4,NA,NA,NA
4367,1,NA,1,1,NA,NA,NA,1,2
4368,2,NA,1,1,2,NA,5,1,2
4369,NA,1,1,1,NA,3,NA,1,2
4370,NA,NA,1,NA,NA,11,NA,NA,NA
4371,1,1,NA,NA,2,10,11,3,2
4372,2,1,1,NA,1,NA,NA,NA,2
4373,NA,1,NA,2,NA,NA,78,3,2
4374,1,NA,NA,1,NA,9,70,1,2
4375,NA,NA,1,2,2,NA,48,NA,1
4376,2,NA,NA,1,NA,NA,90,NA,2
4377,NA,NA,NA,NA,1,NA,59,1,NA
4378,2,1,NA,2,1,NA,NA,1,NA
4379,NA,1,1,NA,3,4,12,4,2
4380,2,2,NA,2,1,NA,NA,1,2
4381,2,2,1,NA,NA,16,52,NA,NA
4382,2,NA,1,NA,2,14,85,NA,2
4383,2,NA,1,1,1,11,4,1,NA
4384,NA,NA,1,NA,2,1,21,1,2
4385,2,1,1,1,NA,14,NA,2,NA
4386,1,NA,1,2,2,NA,23,NA,2
4387,2,1,NA,1,NA,15,NA,1,NA
4388,NA,NA,1,NA,1,7,NA,1,NA
4389,NA,NA,NA,2,2,NA,20,1,NA
4390,1,1,1,NA,2,12,84,NA,NA
4391,1,1,2,NA,NA,NA,NA,1,2
4392,2,NA,1,NA,3,5,51,1,NA
4393,NA,1,1,2,2,5,27,NA,2
4394,NA,NA,1,NA,3,13,NA,1,NA
4395,NA,1,1,1,2,1,NA,NA,NA
4396,2,1,1,2,1,13,71,1,2
4397,2,1,1,NA,NA,5,NA,1,NA
4398,2,1,NA,1,2,5,3,4,2
4399,2,1,1,NA,NA,NA,NA,1,2
4400,2,1,1,2,NA,NA,67,NA,2
4401,2,2,1,1,3,NA,NA,NA,NA
4402,2,2,NA,2,1,16,41,3,NA
4403,1,NA,1,1,NA,NA,NA,NA,NA
4404,NA,NA,NA,2,2,NA,NA,NA,2
4405,NA,1,NA,NA,3,NA,NA,1,2
4406,1,1,1,1,NA,NA,63,NA,2
4407,NA,1,NA,NA,NA,NA,47,NA,NA
4408,2,2,1,NA,NA,NA,NA,1,NA
4409,NA,NA,1,1,2,NA,NA,NA,2
4410,1,NA,NA,2,2,16,33,NA,2
4411,2,1,1,1,2,8,42,NA,2
4412,NA,1,1,NA,2,NA,26,NA,2
4413,NA,2,1,NA,1,16,58,1,NA
4414,2,1,NA,NA,NA,13,7,1,NA
4415,2,1,NA,NA,3,8,47,NA,NA
4416,1,2,NA,1,2,NA,73,1,NA
4417,2,1,1,NA,NA,NA,50,NA,2
4418,2,2,NA,NA,2,9,38,3,2
4419,2,1,NA,1,2,1,NA,1,1
4420,2,2,1,NA,1,NA,77,2,2
4421,NA,1,NA,2,NA,13,NA,2,2
4422,1,1,1,1,3,NA,NA,NA,2
4423,NA,1,1,1,2,NA,6,1,NA
4424,NA,NA,NA,1,NA,NA,26,1,2
4425,2,NA,1,NA,2,4,NA,NA,2
4426,NA,NA,1,2,NA,8,NA,1,2
4427,NA,NA,1,NA,2,16,49,NA,NA
4428,1,1,2,1,3,NA,88,NA,NA
4429,1,NA,1,NA,NA,NA,33,1,2
4430,NA,1,NA,NA,3,10,44,1,2
4431,1,NA,1,2,NA,2,6,NA,2
4432,2,NA,1,NA,NA,NA,78,1,2
4433,2,1,1,NA,2,NA,69,1,NA
4434,NA,1,NA,NA,NA,11,40,NA,NA
4435,2,2,1,1,1,13,86,NA,2
4436,NA,NA,NA,1,1,9,NA,1,NA
4437,2,NA,1,NA,2,1,NA,1,2
4438,NA,1,1,NA,2,4,77,1,NA
4439,NA,NA,1,1,2,3,29,1,NA
4440,2,1,1,1,2,NA,58,NA,2
4441,NA,1,NA,NA,3,14,80,NA,2
4442,NA,2,1,NA,1,9,31,1,2
4443,1,1,1,1,NA,6,NA,1,NA
4444,NA,1,1,2,2,NA,49,NA,2
4445,NA,1,1,1,2,NA,32,NA,2
4446,1,1,2,NA,2,NA,NA,1,2
4447,NA,2,NA,2,2,12,85,NA,NA
4448,1,NA,NA,1,1,11,54,1,NA
4449,NA,1,2,1,2,9,6,1,2
4450,2,1,2,2,NA,NA,NA,1,2
4451,1,1,1,NA,2,14,82,NA,2
4452,1,1,1,NA,1,15,11,1,2
4453,2,1,1,1,1,9,78,1,2
4454,2,1,1,2,2,6,NA,NA,2
4455,NA,NA,1,NA,3,NA,NA,NA,NA
4456,NA,1,NA,1,NA,4,25,2,NA
4457,NA,NA,NA,NA,NA,NA,48,NA,2
4458,1,NA,NA,1,2,NA,NA,1,NA
4459,2,1,1,2,1,7,68,1,2
4460,2,NA,1,2,2,5,NA,1,NA
4461,NA,NA,1,1,2,3,56,1,2
4462,NA,1,1,NA,1,NA,NA,NA,NA
4463,2,1,NA,NA,NA,NA,NA,3,2
4464,2,2,1,1,1,NA,32,1,NA
4465,NA,1,1,NA,2,NA,19,NA,2
4466,NA,1,1,NA,NA,1,NA,NA,2
4467,NA,1,NA,NA,2,16,26,2,2
4468,NA,1,1,NA,2,1,NA,NA,NA
4469,NA,1,1,NA,1,NA,10,1,2
4470,1,NA,1,1,1,11,18,1,2
4471,1,NA,1,NA,3,11,58,NA,NA
4472,1,1,1,NA,NA,NA,84,NA,NA
4473,NA,1,NA,1,2,NA,2,1,2
4474,1,1,NA,NA,NA,11,29,NA,2
4475,NA,NA,1,NA,2,NA,84,NA,NA
4476,1,1,1,1,2,NA,82,NA,2
4477,1,NA,1,2,2,12,1,1,2
4478,1,NA,NA,NA,3,NA,NA,2,2
4479,1,1,1,1,2,2,NA,1,2
4480,2,1,NA,NA,1,NA,19,NA,2
4481,1,1,1,1,2,4,62,NA,NA
4482,NA,2,1,2,3,3,NA,NA,2
4483,NA,NA,1,1,1,NA,37,NA,2
4484,2,1,NA,NA,NA,12,71,1,NA
4485,2,1,NA,2,NA,NA,69,NA,2
4486,NA,NA,NA,2,1,13,NA,1,2
4487,2,NA,1,1,2,11,NA,1,NA
4488,NA,1,1,2,NA,13,37,1,NA
4489,2,NA,NA,NA,NA,6,72,NA,1
4490,1,NA,NA,2,3,4,3,NA,NA
4491,2,NA,1,NA,2,NA,62,1,2
4492,1,1,NA,2,NA,12,13,NA,NA
4493,2,1,NA,1,NA,2,60,1,NA
