"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1","res_2","dem_1_sim","res_1_sim","res_2_sim","dem_2_sim","dem_3_sim","cwb_scale"
3839,NA,1,NA,NA,2,4,5,1,13,NA,2,NA
3840,NA,1,1,2,NA,NA,9,2,NA,1,2,NA
3841,1,1,NA,NA,3,NA,81,3,3,1,NA,1921
3842,NA,1,NA,NA,2,NA,NA,1,NA,2,2,NA
3843,NA,1,1,NA,3,13,NA,NA,NA,NA,2,NA
3844,NA,2,NA,2,1,NA,57,NA,13,2,2,NA
3845,2,1,1,NA,NA,11,7,NA,13,NA,NA,1923.5
3846,NA,1,NA,NA,1,1,NA,2,14,NA,NA,NA
3847,NA,1,1,NA,3,NA,25,1,NA,NA,NA,NA
3848,NA,NA,1,NA,2,NA,1,NA,NA,1,2,NA
3849,NA,2,NA,2,2,NA,NA,NA,14,1,2,NA
3850,NA,NA,NA,2,2,9,51,NA,NA,NA,2,NA
3851,1,1,NA,NA,2,8,50,1,NA,NA,2,1926
3852,NA,1,NA,NA,2,12,7,2,NA,NA,NA,NA
3853,NA,1,NA,2,NA,NA,NA,2,NA,NA,2,NA
3854,2,1,NA,2,2,NA,24,3,6,NA,NA,1928
3855,2,1,2,1,NA,12,NA,NA,4,1,2,1928.5
3856,NA,1,1,NA,1,12,59,1,7,1,2,NA
3857,NA,NA,NA,NA,NA,16,52,2,10,NA,NA,NA
3858,2,NA,NA,NA,NA,9,45,2,NA,1,NA,1930
3859,2,1,NA,NA,1,9,NA,NA,NA,2,NA,1930.5
3860,NA,1,1,NA,2,13,NA,2,NA,NA,2,NA
3861,1,NA,NA,NA,2,10,13,NA,10,1,2,1931
3862,NA,1,NA,NA,1,11,67,NA,8,3,2,NA
3863,2,NA,NA,2,1,NA,76,3,2,NA,2,1932.5
3864,NA,NA,NA,NA,2,NA,34,NA,NA,1,NA,NA
3865,2,1,1,NA,NA,15,NA,NA,3,1,2,1933.5
3866,2,1,NA,NA,1,13,NA,NA,3,1,NA,1934
3867,NA,NA,1,2,2,1,46,2,12,3,2,NA
3868,2,1,NA,NA,2,8,16,NA,NA,1,2,1935
3869,1,1,1,NA,2,NA,57,NA,NA,NA,1,1935
3870,NA,1,NA,NA,NA,8,38,2,14,1,NA,NA
3871,NA,1,NA,NA,1,11,30,2,NA,1,NA,NA
3872,NA,1,NA,NA,NA,14,34,NA,10,3,NA,NA
3873,2,NA,1,NA,NA,7,NA,1,3,1,2,1937.5
3874,1,1,NA,NA,2,16,24,3,7,4,2,1937.5
3875,NA,1,NA,NA,1,16,NA,NA,NA,NA,2,NA
3876,2,1,NA,NA,1,5,25,2,11,NA,2,1939
3877,NA,NA,NA,NA,2,NA,58,2,12,NA,NA,NA
3878,NA,1,1,NA,2,10,NA,NA,NA,NA,2,NA
3879,1,1,NA,NA,2,NA,85,2,14,NA,2,1940
3880,NA,NA,1,1,NA,NA,13,2,NA,1,2,NA
3881,NA,1,1,NA,3,13,48,1,NA,NA,NA,NA
3882,1,1,1,1,3,NA,NA,NA,NA,3,NA,1941.5
3883,NA,1,NA,NA,1,NA,18,NA,NA,1,2,NA
3884,1,NA,NA,NA,1,11,69,2,8,1,NA,1942.5
3885,NA,2,NA,NA,NA,NA,67,2,NA,NA,2,NA
3886,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA
3887,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,1944.5
3888,NA,NA,1,NA,NA,NA,34,2,NA,NA,NA,NA
3889,2,2,NA,NA,2,NA,NA,NA,16,NA,NA,1945.5
3890,NA,NA,NA,1,2,15,NA,NA,NA,NA,2,NA
3891,NA,1,NA,2,NA,NA,NA,2,1,1,1,NA
3892,1,1,NA,NA,2,NA,61,NA,9,1,NA,1946.5
3893,1,NA,NA,NA,NA,NA,3,2,7,NA,1,1947
3894,NA,1,1,NA,2,16,NA,NA,NA,NA,2,NA
3895,2,1,NA,NA,2,NA,NA,NA,NA,1,NA,1948.5
3896,NA,NA,NA,2,2,13,25,NA,12,NA,NA,NA
3897,NA,NA,NA,NA,3,NA,NA,NA,1,NA,2,NA
3898,NA,1,1,2,NA,5,NA,1,NA,1,NA,NA
3899,NA,NA,NA,2,3,1,56,2,NA,NA,2,NA
3900,2,NA,1,NA,NA,NA,NA,NA,1,3,NA,1951
3901,NA,1,NA,NA,NA,1,39,NA,NA,1,NA,NA
3902,2,NA,NA,NA,2,NA,23,2,6,NA,NA,1952
3903,NA,1,1,NA,3,11,15,2,7,1,NA,NA
3904,2,1,1,NA,1,10,10,NA,NA,NA,1,1953
3905,NA,NA,1,NA,NA,3,0,1,NA,1,NA,NA
3906,NA,1,NA,NA,NA,NA,17,NA,NA,1,2,NA
3907,NA,NA,NA,NA,2,9,NA,NA,NA,1,NA,NA
3908,NA,1,NA,1,NA,4,NA,1,1,3,NA,NA
3909,NA,NA,NA,NA,NA,13,14,3,14,NA,2,NA
3910,NA,NA,NA,1,1,2,50,2,2,2,NA,NA
3911,NA,NA,NA,2,2,NA,6,NA,10,1,NA,NA
3912,NA,1,NA,NA,1,NA,NA,NA,3,1,2,NA
3913,NA,1,1,2,NA,NA,34,NA,8,3,2,NA
3914,1,1,NA,NA,NA,15,31,NA,NA,1,NA,1957.5
3915,2,NA,NA,1,2,15,61,1,10,1,2,1958.5
3916,NA,NA,1,NA,2,2,22,NA,10,1,2,NA
3917,NA,1,1,NA,3,NA,NA,NA,NA,2,2,NA
3918,NA,NA,NA,2,1,10,36,NA,NA,1,2,NA
3919,NA,1,NA,NA,NA,NA,NA,3,NA,NA,2,NA
3920,NA,1,1,1,1,5,67,NA,5,1,NA,NA
3921,NA,NA,NA,NA,1,NA,17,NA,NA,NA,1,NA
3922,2,1,NA,NA,NA,NA,NA,NA,7,1,NA,1962
3923,1,NA,1,2,3,2,71,3,7,1,NA,1962
3924,NA,1,NA,2,2,NA,NA,NA,NA,1,NA,NA
3925,NA,NA,NA,1,2,NA,45,NA,NA,1,NA,NA
3926,NA,NA,NA,2,2,3,NA,1,NA,1,2,NA
3927,NA,1,NA,NA,2,NA,28,2,8,4,NA,NA
3928,NA,1,1,NA,NA,NA,84,3,4,1,2,NA
3929,2,1,NA,NA,2,NA,6,3,NA,1,2,1965.5
3930,NA,NA,NA,NA,2,NA,NA,2,NA,NA,2,NA
3931,1,1,NA,NA,NA,6,NA,2,2,1,2,1966
3932,NA,NA,1,NA,NA,7,46,3,3,2,NA,NA
3933,NA,2,NA,NA,3,NA,57,1,16,NA,NA,NA
3934,NA,1,NA,NA,3,NA,NA,3,NA,1,2,NA
3935,2,NA,NA,2,NA,9,6,NA,NA,NA,NA,1968.5
3936,NA,1,NA,1,NA,16,40,NA,NA,NA,NA,NA
3937,1,1,1,NA,NA,16,NA,NA,9,1,2,1969
3938,2,NA,NA,NA,NA,NA,70,NA,NA,1,NA,1970
3939,2,1,NA,2,NA,NA,NA,NA,NA,1,NA,1970.5
3940,1,1,NA,1,3,11,NA,1,1,NA,2,1970.5
3941,NA,NA,1,1,1,10,5,NA,16,NA,2,NA
3942,2,NA,NA,NA,2,11,2,2,13,1,2,1972
3943,NA,1,NA,1,NA,7,85,1,NA,1,2,NA
3944,NA,1,1,1,3,NA,NA,2,NA,1,2,NA
3945,NA,1,1,NA,2,NA,41,2,8,1,NA,NA
3946,NA,1,NA,NA,2,15,30,NA,13,2,NA,NA
3947,1,1,NA,NA,2,11,72,2,9,1,NA,1974
3948,NA,NA,NA,NA,2,11,NA,2,6,NA,NA,NA
3949,1,2,1,NA,NA,14,NA,3,12,NA,2,1975
3950,NA,1,NA,NA,NA,NA,83,2,11,2,2,NA
3951,NA,NA,NA,2,1,3,NA,NA,16,1,2,NA
3952,1,NA,1,1,2,NA,29,2,NA,1,NA,1976.5
3953,NA,NA,1,NA,NA,16,62,NA,NA,1,2,NA
3954,1,NA,NA,1,3,NA,18,1,NA,1,2,1977.5
3955,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA
3956,NA,1,NA,NA,NA,NA,NA,2,5,4,NA,NA
3957,2,1,1,NA,2,14,46,NA,NA,1,2,1979.5
3958,NA,1,NA,NA,NA,6,12,3,7,NA,2,NA
3959,NA,1,NA,NA,2,16,28,NA,2,1,NA,NA
3960,2,1,1,NA,2,16,NA,2,NA,NA,NA,1981
3961,2,NA,1,NA,1,5,78,NA,NA,3,NA,1981.5
3962,2,1,NA,NA,NA,9,43,NA,11,4,2,1982
3963,NA,1,NA,2,NA,2,28,2,NA,1,NA,NA
3964,2,1,1,NA,NA,11,NA,2,8,NA,2,1983
3965,1,1,NA,NA,2,NA,NA,NA,15,1,NA,1983
3966,NA,1,NA,1,1,16,NA,2,16,4,NA,NA
3967,NA,NA,NA,NA,2,13,64,2,NA,NA,2,NA
3968,NA,NA,NA,NA,NA,NA,25,2,NA,1,2,NA
3969,NA,1,NA,1,NA,8,NA,2,2,3,2,NA
3970,NA,NA,NA,1,2,10,0,NA,NA,1,NA,NA
3971,NA,NA,1,NA,2,13,NA,2,8,NA,2,NA
3972,NA,1,NA,NA,3,4,21,NA,1,3,2,NA
3973,2,NA,NA,2,3,NA,3,NA,7,NA,2,1987.5
3974,NA,NA,NA,1,2,NA,NA,2,13,1,2,NA
3975,2,NA,NA,NA,2,5,27,NA,8,NA,2,1988.5
3976,2,1,NA,NA,NA,6,20,NA,11,NA,NA,1989
3977,NA,1,NA,NA,NA,13,NA,NA,2,2,2,NA
3978,NA,1,NA,1,3,NA,88,NA,NA,NA,1,NA
3979,NA,NA,1,NA,NA,NA,14,1,NA,NA,2,NA
3980,NA,1,1,NA,2,NA,NA,NA,9,1,2,NA
3981,NA,1,1,NA,1,NA,NA,1,16,NA,1,NA
3982,1,1,2,NA,NA,16,NA,1,NA,2,2,1991.5
3983,2,2,1,2,1,13,26,1,16,NA,NA,1992.5
3984,1,NA,1,1,1,NA,82,NA,13,1,2,1992.5
3985,NA,1,NA,1,2,8,12,NA,NA,1,2,NA
3986,2,NA,NA,NA,1,NA,NA,3,1,1,2,1994
3987,1,2,NA,NA,NA,NA,24,3,8,NA,2,1994
3988,NA,NA,NA,NA,1,4,66,NA,4,NA,2,NA
3989,NA,1,NA,NA,2,9,NA,1,6,NA,NA,NA
3990,NA,1,1,NA,2,5,72,3,1,1,2,NA
3991,1,1,2,NA,NA,3,74,3,1,NA,2,1996
3992,NA,NA,NA,NA,1,NA,67,NA,NA,NA,2,NA
3993,NA,NA,NA,2,1,2,68,NA,NA,1,2,NA
3994,NA,NA,NA,NA,3,5,NA,NA,13,NA,2,NA
3995,NA,NA,NA,2,NA,11,20,1,16,NA,2,NA
3996,2,1,1,NA,NA,4,46,2,NA,NA,NA,1999
3997,2,1,1,2,NA,NA,81,NA,3,1,NA,1999.5
3998,1,NA,NA,NA,2,5,NA,3,13,1,2,1999.5
3999,1,NA,NA,2,NA,NA,0,3,7,NA,2,2000
4000,NA,1,1,1,1,8,70,1,14,NA,NA,NA
4001,NA,NA,NA,1,1,16,80,NA,12,4,2,NA
4002,NA,1,NA,2,NA,NA,NA,NA,4,1,NA,NA
4003,NA,1,1,NA,NA,5,6,2,NA,NA,2,NA
4004,2,2,NA,2,2,NA,35,2,6,2,2,2003
4005,NA,1,NA,1,3,4,15,3,NA,2,2,NA
4006,NA,1,NA,1,3,NA,75,2,NA,NA,NA,NA
4007,2,1,1,2,2,15,74,3,1,2,2,2004.5
4008,NA,NA,1,NA,NA,3,48,NA,12,4,2,NA
4009,NA,NA,NA,NA,2,NA,NA,3,10,NA,2,NA
4010,1,1,NA,1,1,12,15,NA,NA,1,2,2005.5
4011,2,NA,NA,1,2,1,36,NA,13,1,2,2006.5
4012,NA,2,NA,2,2,4,57,2,NA,NA,NA,NA
4013,NA,1,1,NA,NA,4,19,2,NA,3,2,NA
4014,NA,NA,1,NA,2,3,27,1,3,NA,2,NA
4015,2,NA,1,2,1,NA,NA,1,15,1,NA,2008.5
4016,NA,1,1,NA,3,2,NA,NA,2,1,2,NA
4017,NA,1,NA,1,2,NA,35,1,NA,1,NA,NA
4018,NA,1,1,1,1,NA,NA,3,7,NA,NA,NA
4019,NA,NA,1,NA,NA,NA,64,2,2,1,2,NA
4020,2,NA,1,NA,NA,NA,NA,NA,NA,1,2,2011
4021,2,1,NA,NA,1,8,NA,NA,NA,NA,2,2011.5
4022,NA,1,1,NA,NA,16,NA,NA,12,1,NA,NA
4023,NA,NA,NA,NA,2,NA,29,NA,NA,1,NA,NA
4024,NA,1,NA,1,NA,5,47,2,NA,1,NA,NA
4025,NA,NA,1,NA,NA,11,71,2,NA,1,NA,NA
4026,NA,NA,NA,NA,2,14,12,2,5,NA,2,NA
4027,2,NA,NA,NA,NA,NA,29,NA,1,1,NA,2014.5
4028,1,1,NA,NA,NA,2,16,2,NA,1,2,2014.5
4029,NA,1,2,1,2,NA,NA,NA,16,1,NA,NA
4030,NA,1,1,NA,NA,3,19,2,9,2,1,NA
4031,2,1,NA,1,NA,2,25,2,4,NA,NA,2016.5
4032,NA,2,NA,NA,2,7,NA,3,7,NA,2,NA
4033,NA,NA,NA,NA,1,NA,20,2,NA,NA,NA,NA
4034,2,NA,NA,2,2,NA,NA,1,2,NA,NA,2018
4035,NA,1,NA,NA,1,NA,NA,3,NA,NA,2,NA
4036,NA,1,NA,NA,NA,NA,NA,NA,10,1,2,NA
4037,1,NA,NA,2,NA,4,NA,NA,5,1,NA,2019
4038,1,NA,1,NA,2,NA,20,1,NA,NA,NA,2019.5
4039,NA,1,NA,NA,2,15,44,NA,NA,NA,2,NA
4040,NA,1,1,NA,2,NA,NA,3,4,1,NA,NA
4041,NA,1,1,NA,NA,10,NA,1,6,2,NA,NA
4042,NA,NA,1,NA,1,14,NA,1,NA,1,2,NA
4043,NA,NA,NA,1,1,8,NA,NA,5,NA,2,NA
4044,NA,NA,NA,2,1,8,89,1,7,2,2,NA
4045,NA,1,NA,1,NA,15,NA,NA,10,NA,2,NA
4046,NA,1,1,NA,1,9,NA,NA,NA,3,2,NA
4047,NA,NA,NA,NA,NA,11,32,NA,13,NA,NA,NA
4048,NA,NA,NA,2,1,NA,74,3,6,NA,NA,NA
4049,2,NA,1,NA,1,NA,NA,2,15,1,2,2025.5
4050,NA,1,NA,NA,2,NA,67,NA,NA,1,2,NA
4051,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA
4052,NA,1,1,1,2,NA,NA,2,16,1,2,NA
4053,1,1,NA,NA,3,12,64,2,NA,1,2,2027
4054,2,NA,NA,NA,2,NA,70,1,NA,NA,2,2028
4055,NA,2,1,1,3,15,42,1,5,1,2,NA
4056,NA,NA,NA,NA,2,1,81,2,8,1,NA,NA
4057,NA,NA,NA,NA,NA,8,24,2,9,NA,2,NA
4058,1,1,NA,NA,2,1,NA,1,16,NA,2,2029.5
4059,NA,1,1,NA,2,4,66,NA,12,NA,NA,NA
4060,NA,NA,1,NA,2,3,NA,NA,NA,NA,2,NA
4061,NA,NA,NA,NA,3,NA,68,NA,2,1,2,NA
4062,NA,NA,NA,2,1,10,NA,NA,14,1,NA,NA
4063,2,NA,1,1,3,NA,36,1,NA,1,2,2032.5
4064,NA,NA,NA,NA,2,4,30,NA,15,NA,NA,NA
4065,NA,NA,1,2,3,9,42,1,4,3,2,NA
4066,NA,1,1,2,3,15,NA,2,3,1,2,NA
4067,NA,1,1,NA,2,NA,NA,NA,13,1,2,NA
4068,NA,1,NA,1,3,9,12,1,10,1,2,NA
4069,NA,1,1,NA,NA,NA,NA,NA,10,1,2,NA
4070,NA,1,1,NA,NA,NA,NA,NA,15,1,NA,NA
4071,NA,NA,NA,2,NA,NA,7,NA,NA,1,NA,NA
4072,2,NA,NA,2,NA,1,75,NA,16,1,2,2037
4073,NA,1,NA,NA,2,9,72,2,NA,NA,2,NA
4074,2,NA,NA,NA,NA,9,0,1,4,NA,NA,2038
4075,NA,1,NA,2,NA,2,NA,NA,NA,1,2,NA
4076,2,1,1,NA,3,NA,NA,3,12,1,2,2039
4077,NA,1,NA,NA,2,16,NA,2,NA,2,NA,NA
4078,2,NA,1,NA,NA,NA,NA,NA,5,2,2,2040
4079,NA,1,1,NA,2,NA,NA,2,14,NA,2,NA
4080,1,1,1,NA,NA,14,45,2,NA,1,NA,2040.5
4081,1,1,1,NA,NA,NA,71,2,NA,1,2,2041
4082,1,1,NA,NA,2,1,70,NA,16,NA,2,2041.5
4083,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA
4084,NA,1,NA,NA,3,4,82,2,12,1,NA,NA
4085,NA,NA,NA,1,2,3,70,NA,NA,4,2,NA
4086,NA,1,1,NA,NA,NA,47,2,9,1,2,NA
4087,2,1,NA,2,NA,9,58,NA,NA,3,NA,2044.5
4088,NA,1,NA,NA,NA,NA,86,3,NA,1,2,NA
4089,NA,1,1,2,NA,NA,NA,2,NA,1,NA,NA
4090,2,1,NA,NA,NA,12,45,NA,6,NA,NA,2046
4091,NA,1,1,NA,NA,11,77,1,NA,1,NA,NA
4092,NA,NA,NA,NA,1,NA,NA,NA,2,NA,2,NA
4093,2,NA,1,NA,NA,NA,80,NA,7,NA,NA,2047.5
4094,NA,1,NA,NA,NA,10,NA,NA,11,NA,NA,NA
4095,NA,NA,1,2,2,1,63,2,NA,1,2,NA
4096,2,NA,NA,1,NA,16,NA,NA,NA,NA,2,2049
4097,2,1,1,2,NA,NA,NA,2,NA,NA,NA,2049.5
4098,1,NA,1,1,NA,NA,NA,3,16,3,NA,2049.5
4099,NA,NA,1,1,1,16,60,1,NA,1,2,NA
4100,NA,NA,NA,NA,NA,NA,NA,2,15,NA,2,NA
4101,NA,1,1,2,NA,12,31,2,NA,1,NA,NA
4102,1,1,NA,NA,3,7,4,2,7,NA,NA,2051.5
4103,1,1,NA,1,3,10,67,NA,NA,1,NA,2052
4104,NA,1,NA,NA,1,11,45,2,4,3,2,NA
4105,NA,NA,NA,1,NA,NA,NA,1,12,1,2,NA
4106,2,1,NA,2,NA,NA,NA,2,11,1,2,2054
4107,2,NA,NA,2,2,NA,NA,3,NA,NA,2,2054.5
4108,NA,NA,1,NA,1,NA,43,3,10,1,2,NA
4109,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,2055
4110,2,NA,NA,1,NA,11,12,NA,NA,NA,2,2056
4111,NA,1,NA,NA,NA,13,NA,NA,12,3,NA,NA
4112,NA,2,NA,NA,3,11,13,NA,NA,1,NA,NA
4113,2,NA,NA,NA,NA,16,53,2,4,1,2,2057.5
4114,1,NA,NA,2,NA,1,NA,NA,16,1,2,2057.5
4115,1,1,1,NA,1,NA,38,NA,14,1,2,2058
4116,NA,NA,1,2,2,7,NA,2,NA,NA,2,NA
4117,NA,NA,1,1,3,NA,79,2,8,NA,NA,NA
4118,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
4119,1,NA,NA,NA,1,14,25,NA,NA,3,NA,2060
4120,2,1,NA,NA,2,11,NA,NA,NA,NA,2,2061
4121,1,NA,1,NA,2,1,NA,NA,2,1,NA,2061
4122,2,1,NA,1,2,8,90,1,14,1,NA,2062
4123,NA,1,1,NA,1,NA,69,2,NA,4,2,NA
4124,NA,NA,1,NA,2,10,NA,2,NA,1,NA,NA
4125,NA,1,1,NA,3,NA,63,2,NA,3,2,NA
4126,NA,NA,NA,NA,1,NA,48,NA,NA,3,2,NA
4127,NA,NA,NA,2,1,NA,NA,2,6,2,2,NA
4128,1,1,NA,NA,NA,NA,87,NA,NA,1,NA,2064.5
4129,NA,1,NA,2,3,6,43,NA,NA,NA,2,NA
4130,2,NA,NA,2,2,NA,83,2,NA,3,NA,2066
4131,NA,1,NA,NA,3,NA,66,NA,9,NA,NA,NA
4132,1,2,NA,NA,2,NA,45,1,13,1,2,2066.5
4133,NA,NA,1,2,2,4,16,NA,NA,1,2,NA
4134,NA,NA,NA,2,2,NA,25,3,2,NA,NA,NA
4135,1,1,NA,2,1,NA,NA,3,2,2,2,2068
4136,2,NA,NA,2,1,7,13,2,8,NA,1,2069
4137,NA,1,NA,2,NA,9,80,2,4,1,2,NA
4138,NA,1,1,1,2,12,NA,2,16,1,2,NA
4139,1,NA,NA,NA,NA,NA,NA,3,NA,1,NA,2070
4140,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA
4141,NA,1,NA,NA,2,16,57,2,NA,2,NA,NA
4142,NA,NA,NA,1,1,NA,46,3,NA,1,2,NA
4143,NA,NA,1,NA,NA,7,3,NA,15,NA,2,NA
4144,NA,1,NA,NA,NA,11,NA,NA,4,1,2,NA
4145,NA,1,NA,1,NA,1,NA,NA,13,2,NA,NA
4146,NA,1,NA,NA,2,7,47,1,13,4,NA,NA
4147,NA,NA,1,NA,NA,16,60,1,NA,1,1,NA
4148,2,NA,1,NA,NA,12,35,1,13,NA,2,2075
4149,NA,2,1,NA,3,12,NA,1,NA,1,NA,NA
4150,NA,NA,NA,NA,2,10,NA,1,NA,1,NA,NA
4151,2,1,NA,NA,3,5,NA,1,9,2,2,2076.5
4152,NA,1,1,NA,NA,NA,NA,NA,2,NA,1,NA
4153,2,1,NA,NA,1,NA,86,NA,13,1,2,2077.5
4154,NA,1,NA,NA,3,16,6,1,15,1,2,NA
4155,NA,1,1,NA,2,1,NA,3,2,NA,NA,NA
4156,NA,1,1,NA,NA,11,NA,3,8,NA,2,NA
4157,2,1,NA,NA,1,13,NA,NA,NA,NA,2,2079.5
4158,2,1,1,1,NA,NA,19,1,14,NA,1,2080
4159,2,NA,NA,2,2,11,NA,2,16,1,2,2080.5
4160,NA,NA,NA,1,NA,16,NA,1,10,NA,2,NA
4161,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
4162,2,NA,1,NA,NA,10,39,NA,NA,4,2,2082
4163,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA
4164,2,NA,NA,1,1,11,NA,2,NA,1,NA,2083
4165,NA,NA,NA,1,2,7,90,NA,NA,NA,NA,NA
4166,NA,NA,1,2,NA,14,NA,NA,NA,NA,2,NA
4167,2,NA,1,NA,NA,2,NA,NA,NA,NA,2,2084.5
4168,NA,NA,NA,1,1,11,6,NA,NA,1,2,NA
4169,NA,1,NA,NA,3,15,NA,NA,NA,4,NA,NA
4170,NA,NA,1,NA,2,15,57,NA,NA,1,2,NA
4171,NA,1,NA,NA,NA,12,38,NA,1,NA,NA,NA
4172,NA,NA,NA,NA,1,16,26,2,1,1,2,NA
4173,NA,NA,1,2,NA,1,NA,NA,2,1,NA,NA
4174,NA,1,1,1,NA,NA,NA,3,NA,NA,2,NA
4175,NA,NA,NA,NA,2,16,NA,NA,15,1,NA,NA
4176,NA,1,NA,NA,2,3,22,2,13,NA,2,NA
4177,NA,1,NA,1,2,8,58,NA,11,NA,NA,NA
4178,NA,1,NA,NA,3,8,56,2,6,1,2,NA
4179,2,1,NA,2,1,16,67,NA,NA,3,2,2090.5
4180,NA,1,NA,1,2,3,54,1,14,NA,NA,NA
4181,NA,1,NA,NA,2,NA,39,NA,NA,1,NA,NA
4182,2,NA,NA,2,1,NA,10,1,NA,3,NA,2092
4183,2,NA,NA,NA,NA,9,NA,3,NA,1,NA,2092.5
4184,NA,2,NA,1,2,12,NA,2,7,NA,NA,NA
4185,1,1,NA,NA,3,NA,NA,2,8,NA,2,2093
4186,1,1,NA,2,3,2,30,2,3,NA,NA,2093.5
4187,NA,1,1,NA,1,NA,15,NA,10,4,NA,NA
4188,NA,1,NA,NA,NA,4,80,2,1,1,2,NA
4189,2,2,1,NA,2,2,79,NA,16,3,NA,2095.5
4190,2,1,NA,NA,2,6,55,3,4,1,NA,2096
4191,NA,NA,NA,NA,2,2,NA,1,NA,NA,2,NA
4192,1,1,NA,NA,NA,NA,49,NA,9,1,2,2096.5
4193,NA,1,1,NA,2,NA,28,2,1,1,NA,NA
4194,2,NA,1,NA,3,NA,31,3,10,3,2,2098
4195,NA,NA,NA,NA,3,2,NA,NA,6,1,NA,NA
4196,2,NA,1,NA,2,NA,NA,2,NA,NA,2,2099
4197,NA,1,NA,NA,NA,5,NA,2,NA,1,2,NA
4198,NA,NA,1,1,2,8,NA,1,NA,3,NA,NA
4199,NA,NA,NA,NA,NA,16,86,2,8,1,2,NA
4200,NA,1,1,NA,NA,NA,37,NA,5,1,2,NA
4201,1,NA,1,NA,NA,4,86,NA,15,NA,2,2101
4202,NA,1,NA,NA,2,8,87,2,1,NA,2,NA
4203,NA,NA,NA,NA,NA,3,NA,2,10,1,2,NA
4204,2,1,1,NA,NA,NA,NA,2,4,NA,2,2103
4205,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
4206,NA,1,1,NA,2,NA,73,1,NA,NA,NA,NA
4207,NA,NA,NA,1,2,12,NA,NA,NA,NA,2,NA
4208,NA,1,NA,NA,NA,14,24,NA,NA,1,2,NA
4209,NA,NA,1,NA,2,2,11,NA,NA,NA,NA,NA
4210,NA,1,NA,NA,1,8,39,2,3,NA,NA,NA
4211,NA,NA,NA,1,NA,13,8,2,9,NA,2,NA
4212,NA,NA,NA,1,NA,7,47,2,NA,2,NA,NA
4213,NA,1,NA,NA,NA,NA,48,2,1,1,2,NA
4214,NA,1,1,2,NA,NA,36,NA,NA,1,NA,NA
4215,2,NA,NA,NA,1,8,44,1,3,1,2,2108.5
4216,2,1,NA,1,3,4,41,3,13,NA,2,2109
4217,2,NA,NA,2,2,12,NA,2,4,1,2,2109.5
4218,NA,2,1,1,NA,NA,NA,NA,9,1,2,NA
4219,NA,1,1,NA,1,9,85,2,9,1,2,NA
4220,2,1,NA,NA,NA,NA,47,2,NA,1,2,2111
4221,NA,1,NA,2,3,12,NA,2,NA,NA,2,NA
4222,1,2,NA,NA,NA,14,19,2,NA,1,2,2111.5
4223,NA,NA,NA,NA,2,2,37,NA,NA,1,NA,NA
4224,NA,NA,1,NA,3,11,73,1,10,1,NA,NA
4225,NA,NA,NA,NA,2,NA,NA,1,NA,1,2,NA
4226,NA,1,NA,2,NA,7,51,2,NA,1,2,NA
4227,2,1,1,2,2,5,NA,2,8,1,NA,2114.5
4228,NA,1,1,1,1,11,36,NA,13,1,NA,NA
4229,1,1,NA,NA,NA,NA,2,1,13,1,2,2115
4230,NA,1,NA,NA,2,4,10,2,7,NA,2,NA
4231,NA,1,NA,2,NA,NA,67,3,15,1,NA,NA
4232,NA,NA,NA,2,NA,11,29,1,12,NA,NA,NA
4233,NA,NA,NA,NA,NA,15,NA,NA,NA,1,2,NA
4234,NA,NA,NA,NA,2,14,73,2,NA,1,NA,NA
4235,NA,1,1,NA,3,6,0,NA,NA,1,NA,NA
4236,NA,1,NA,2,2,2,NA,2,NA,1,2,NA
4237,2,2,NA,1,2,3,NA,3,NA,3,NA,2119.5
4238,NA,1,NA,2,2,9,71,NA,6,NA,2,NA
4239,1,NA,NA,NA,1,14,3,2,NA,1,NA,2120
4240,1,1,NA,1,1,8,NA,NA,NA,1,NA,2120.5
4241,NA,1,NA,NA,3,NA,21,2,2,1,NA,NA
4242,NA,1,NA,NA,2,2,70,NA,12,NA,2,NA
4243,NA,NA,NA,2,NA,12,34,2,9,NA,NA,NA
4244,1,NA,NA,1,2,3,3,1,16,4,2,2122.5
4245,NA,2,NA,NA,2,1,NA,1,10,NA,NA,NA
4246,NA,NA,1,NA,1,NA,72,2,NA,NA,2,NA
4247,NA,1,1,1,1,NA,49,3,15,3,2,NA
4248,1,1,NA,NA,3,1,NA,NA,NA,NA,2,2124.5
4249,NA,NA,NA,2,2,NA,68,2,14,3,2,NA
4250,2,1,NA,2,NA,NA,62,NA,12,NA,NA,2126
4251,NA,2,NA,NA,NA,NA,NA,2,12,NA,NA,NA
4252,NA,1,2,1,1,4,6,3,NA,1,2,NA
4253,NA,2,1,2,2,16,NA,2,8,1,2,NA
