"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1_sim","res_2_sim","dem_1_sim","dem_2_sim","dem_3_sim"
3945,1,1,NA,NA,2,8,NA,1,2
3946,2,NA,1,2,NA,9,NA,1,NA
3947,NA,1,1,1,1,15,NA,3,NA
3948,2,1,1,NA,NA,3,NA,1,1
3949,2,NA,1,NA,NA,5,39,NA,2
3950,NA,1,1,NA,1,NA,59,1,2
3951,1,1,1,2,2,13,47,2,2
3952,NA,1,1,NA,2,4,NA,2,2
3953,2,1,NA,NA,NA,14,NA,2,2
3954,1,1,1,1,2,3,NA,1,2
3955,NA,1,NA,NA,NA,NA,NA,NA,NA
3956,1,1,NA,1,2,NA,NA,NA,1
3957,NA,1,1,1,NA,6,54,1,1
3958,2,NA,NA,1,1,NA,NA,NA,2
3959,2,1,1,2,NA,NA,21,1,NA
3960,2,NA,1,NA,3,NA,NA,1,NA
3961,2,1,NA,NA,2,1,68,NA,2
3962,1,1,1,NA,1,NA,85,1,1
3963,1,NA,1,1,NA,NA,NA,1,NA
3964,1,1,NA,1,3,2,19,3,2
3965,NA,1,1,1,NA,15,NA,1,2
3966,1,1,NA,NA,NA,NA,60,2,2
3967,NA,NA,1,2,2,5,NA,1,2
3968,NA,NA,1,2,2,16,77,NA,NA
3969,2,NA,1,NA,NA,NA,25,NA,2
3970,NA,1,1,NA,1,4,53,1,2
3971,2,NA,NA,NA,1,NA,86,NA,2
3972,NA,NA,1,NA,2,6,19,1,NA
3973,1,1,1,2,3,11,5,1,2
3974,NA,1,1,NA,NA,10,NA,4,2
3975,NA,NA,NA,NA,NA,6,NA,NA,2
3976,2,NA,NA,1,NA,NA,NA,4,2
3977,NA,NA,1,NA,NA,NA,21,1,2
3978,2,1,1,2,3,NA,67,4,NA
3979,NA,NA,1,2,1,13,20,1,2
3980,NA,1,NA,2,NA,1,NA,3,2
3981,2,NA,NA,2,2,NA,NA,4,2
3982,2,NA,1,1,1,11,43,1,NA
3983,1,NA,1,NA,NA,16,50,NA,NA
3984,2,NA,1,1,2,13,5,4,2
3985,NA,1,1,2,2,5,NA,NA,2
3986,1,NA,1,2,2,10,NA,1,2
3987,NA,NA,1,2,2,12,NA,1,1
3988,2,NA,NA,1,NA,4,NA,1,2
3989,NA,1,NA,2,2,14,80,NA,2
3990,NA,NA,NA,2,2,1,NA,1,2
3991,2,1,1,NA,3,NA,NA,1,2
3992,NA,2,NA,2,NA,5,NA,1,NA
3993,NA,NA,1,2,2,3,73,1,2
3994,NA,1,NA,1,2,6,11,1,NA
3995,NA,1,1,NA,2,10,5,NA,2
3996,2,NA,1,2,2,5,57,NA,NA
3997,1,1,1,1,1,3,NA,NA,NA
3998,NA,NA,NA,NA,NA,NA,20,NA,NA
3999,1,1,NA,1,NA,1,74,1,NA
4000,NA,NA,NA,1,2,4,67,NA,2
4001,1,1,1,2,1,2,4,NA,2
4002,1,1,1,2,2,NA,56,NA,NA
4003,2,NA,1,2,NA,16,62,NA,NA
4004,2,1,NA,1,3,6,NA,1,NA
4005,NA,2,2,1,2,NA,56,1,2
4006,NA,NA,1,2,2,NA,4,NA,2
4007,NA,1,NA,NA,3,15,75,1,1
4008,NA,1,1,1,2,1,34,NA,2
4009,NA,NA,NA,1,2,1,45,1,1
4010,1,NA,1,NA,2,5,NA,1,NA
4011,1,NA,NA,NA,2,NA,35,NA,NA
4012,NA,1,NA,NA,NA,14,82,1,2
4013,NA,NA,NA,1,1,11,8,1,NA
4014,NA,1,1,2,1,NA,57,NA,2
4015,2,1,2,2,3,NA,18,1,NA
4016,1,NA,NA,2,2,NA,NA,1,2
4017,NA,NA,NA,1,1,14,NA,NA,NA
4018,2,2,NA,2,NA,NA,11,2,2
4019,2,1,1,2,NA,1,NA,NA,NA
4020,1,1,NA,NA,1,13,75,1,2
4021,NA,2,NA,NA,2,NA,8,NA,2
4022,NA,2,1,NA,NA,NA,83,NA,2
4023,2,NA,NA,NA,1,13,73,1,1
4024,2,NA,1,2,3,5,10,1,2
4025,2,1,NA,NA,1,7,10,NA,2
4026,NA,NA,1,NA,2,NA,4,1,2
4027,2,1,NA,NA,2,5,NA,NA,2
4028,1,NA,NA,NA,NA,NA,40,NA,2
4029,NA,NA,1,NA,NA,16,NA,2,2
4030,NA,NA,NA,1,NA,NA,8,1,NA
4031,2,1,NA,2,2,8,47,NA,2
4032,NA,1,NA,NA,NA,NA,11,1,NA
4033,1,1,NA,NA,2,16,0,1,NA
4034,2,NA,NA,NA,3,NA,NA,3,NA
4035,2,1,1,NA,NA,11,NA,NA,2
4036,2,1,NA,1,NA,14,NA,1,2
4037,2,1,1,NA,NA,8,NA,NA,NA
4038,2,1,2,1,2,NA,59,1,NA
4039,NA,1,1,2,3,11,48,1,NA
4040,NA,1,1,1,1,NA,52,NA,2
4041,1,NA,1,NA,2,8,62,1,NA
4042,1,NA,1,1,2,3,79,NA,NA
4043,NA,1,NA,NA,2,4,24,2,2
4044,2,1,1,1,NA,15,NA,1,NA
4045,1,NA,1,2,3,16,61,1,NA
4046,1,1,1,NA,2,13,12,1,NA
4047,NA,NA,1,1,NA,NA,0,1,2
4048,2,1,NA,1,3,11,79,1,2
4049,2,1,NA,2,NA,NA,2,1,NA
4050,NA,1,1,NA,1,NA,NA,1,NA
4051,NA,1,1,NA,NA,9,45,1,2
4052,2,1,NA,NA,2,5,72,NA,2
4053,1,NA,1,2,NA,4,NA,NA,2
4054,NA,2,1,1,1,NA,NA,1,NA
4055,1,NA,NA,NA,NA,2,45,NA,NA
4056,NA,1,NA,NA,2,13,70,NA,NA
4057,NA,NA,1,1,NA,11,6,NA,NA
4058,2,2,1,1,NA,2,NA,NA,2
4059,NA,1,NA,2,2,NA,4,1,2
4060,NA,NA,NA,2,1,NA,NA,1,NA
4061,NA,1,1,1,1,1,NA,1,2
4062,2,1,NA,2,2,1,41,1,2
4063,2,1,1,1,NA,NA,NA,3,2
4064,NA,1,1,NA,NA,2,3,1,2
4065,1,1,1,2,3,15,90,1,1
4066,2,1,1,NA,NA,15,NA,1,2
4067,NA,1,1,NA,2,NA,89,3,2
4068,2,1,1,NA,NA,NA,53,1,2
4069,2,NA,1,1,NA,NA,25,NA,2
4070,2,1,1,NA,2,NA,0,1,2
4071,NA,NA,NA,1,3,NA,NA,NA,2
4072,NA,1,1,NA,NA,14,62,NA,1
4073,NA,NA,1,2,2,NA,33,NA,NA
4074,1,NA,NA,NA,1,NA,17,NA,2
4075,NA,NA,NA,1,1,NA,NA,1,2
4076,1,1,NA,NA,1,NA,18,3,NA
4077,2,NA,1,NA,2,NA,66,1,NA
4078,NA,1,1,NA,2,NA,22,1,2
4079,1,1,NA,1,2,9,54,1,NA
4080,2,1,NA,1,NA,NA,NA,1,2
4081,1,1,1,2,2,NA,58,2,NA
4082,NA,1,1,2,2,7,NA,1,1
4083,1,1,1,NA,NA,6,NA,NA,2
4084,1,1,NA,1,NA,9,NA,1,2
4085,NA,NA,NA,2,2,9,NA,1,2
4086,2,1,NA,NA,2,NA,NA,1,NA
4087,1,NA,NA,2,NA,3,6,NA,NA
4088,2,1,NA,2,3,NA,NA,1,NA
4089,NA,1,1,NA,NA,NA,NA,NA,2
4090,2,1,NA,2,3,11,NA,3,2
4091,1,1,1,1,2,13,75,1,2
4092,1,2,1,1,3,7,69,2,2
4093,1,NA,1,2,2,NA,63,1,2
4094,2,NA,1,1,2,NA,NA,1,2
4095,1,NA,NA,NA,2,9,NA,1,2
4096,1,NA,NA,NA,2,11,NA,NA,NA
4097,NA,1,1,2,2,6,NA,1,NA
4098,2,NA,1,NA,2,12,NA,1,NA
4099,NA,1,NA,1,1,15,NA,NA,NA
4100,2,1,NA,1,3,NA,NA,NA,2
4101,2,NA,1,NA,3,12,NA,2,NA
4102,1,1,NA,1,2,1,56,1,2
4103,2,1,1,2,NA,NA,76,1,NA
4104,2,NA,2,NA,NA,1,67,2,NA
4105,NA,2,1,NA,NA,NA,85,1,2
4106,1,NA,NA,1,NA,12,1,1,2
4107,1,1,1,NA,NA,12,NA,NA,2
4108,2,NA,1,NA,NA,4,59,NA,NA
4109,2,NA,NA,2,1,12,NA,3,2
4110,2,1,NA,NA,3,NA,84,1,2
4111,NA,1,1,1,2,5,NA,1,NA
4112,1,1,1,2,1,9,33,NA,NA
4113,2,NA,1,NA,2,NA,14,2,2
4114,NA,1,NA,1,NA,15,29,NA,NA
4115,1,1,1,NA,NA,16,4,3,NA
4116,NA,NA,1,NA,NA,NA,48,NA,2
4117,1,NA,1,NA,2,NA,NA,1,NA
4118,1,1,1,NA,NA,3,74,1,NA
4119,NA,NA,1,NA,NA,4,83,NA,NA
4120,2,1,NA,1,3,NA,64,4,NA
4121,1,1,NA,NA,1,13,NA,NA,2
4122,2,1,1,2,2,NA,NA,1,NA
4123,2,1,NA,1,1,8,NA,NA,NA
4124,1,1,1,2,2,NA,11,1,NA
4125,NA,NA,NA,NA,1,9,NA,NA,2
4126,1,NA,NA,2,1,NA,NA,2,2
4127,NA,1,NA,NA,2,15,56,1,NA
4128,2,1,1,1,2,1,16,2,NA
4129,2,NA,1,NA,NA,NA,NA,1,2
4130,1,NA,1,NA,2,4,NA,NA,2
4131,NA,1,1,2,NA,NA,NA,NA,2
4132,2,NA,NA,NA,NA,NA,83,1,2
4133,NA,1,NA,1,3,7,NA,2,2
4134,NA,1,1,2,NA,8,33,1,2
4135,NA,1,1,NA,1,NA,NA,NA,2
4136,NA,1,1,NA,NA,NA,84,1,2
4137,NA,1,1,2,1,NA,NA,1,2
4138,1,1,1,2,NA,14,80,NA,NA
4139,1,1,NA,NA,1,4,NA,NA,NA
4140,2,NA,1,1,NA,NA,18,NA,2
4141,1,NA,NA,1,1,14,28,1,2
4142,NA,1,1,2,1,NA,22,1,NA
4143,NA,NA,2,2,NA,9,19,1,NA
4144,NA,1,NA,2,2,5,NA,NA,NA
4145,2,NA,1,2,2,3,NA,1,NA
4146,2,NA,1,1,3,6,NA,NA,NA
4147,2,1,2,2,2,10,NA,2,1
4148,2,1,1,NA,2,11,56,3,NA
4149,NA,NA,1,NA,1,NA,16,NA,NA
4150,2,1,1,NA,1,NA,89,1,2
4151,NA,NA,NA,1,2,8,49,NA,2
4152,NA,NA,NA,2,NA,8,37,4,2
4153,2,1,1,2,NA,NA,16,NA,2
4154,NA,1,1,1,2,5,NA,1,NA
4155,1,1,1,1,3,15,90,NA,2
4156,1,NA,1,NA,2,1,NA,1,2
4157,1,NA,NA,2,NA,15,45,NA,2
4158,NA,1,2,NA,NA,15,9,1,NA
4159,2,NA,NA,1,NA,NA,36,NA,2
4160,2,NA,1,NA,2,8,36,NA,2
4161,2,1,NA,1,NA,8,45,4,NA
4162,2,1,1,NA,2,NA,62,1,NA
4163,NA,1,1,1,2,NA,55,NA,NA
4164,NA,NA,NA,NA,NA,NA,70,1,2
4165,NA,1,1,2,3,NA,31,NA,NA
4166,2,1,1,2,NA,NA,87,NA,2
4167,2,2,NA,1,1,1,NA,1,2
4168,NA,NA,1,NA,2,NA,NA,NA,NA
4169,2,1,NA,1,1,2,NA,3,2
4170,2,1,NA,1,3,16,29,2,2
4171,NA,1,NA,2,2,13,NA,1,2
4172,1,NA,1,2,NA,NA,88,1,NA
4173,NA,1,NA,1,NA,6,18,1,2
4174,NA,NA,NA,NA,2,NA,21,3,2
4175,NA,NA,1,1,2,NA,80,NA,2
4176,2,NA,1,NA,3,6,NA,1,NA
4177,2,1,1,NA,NA,NA,41,NA,NA
4178,2,1,1,NA,2,NA,37,NA,NA
4179,1,1,1,1,NA,NA,75,1,NA
4180,2,1,1,NA,2,NA,47,1,2
4181,NA,NA,1,2,2,NA,NA,2,NA
4182,1,1,NA,2,1,8,15,1,2
4183,NA,1,1,2,2,8,NA,NA,2
4184,1,1,1,NA,2,6,75,NA,2
4185,NA,NA,NA,NA,2,16,11,NA,2
4186,NA,1,1,NA,2,NA,6,2,2
4187,NA,NA,NA,NA,2,14,6,1,NA
4188,NA,NA,NA,2,2,12,35,1,2
4189,NA,NA,1,NA,1,13,41,1,NA
4190,NA,NA,NA,1,2,4,NA,3,2
4191,NA,NA,1,1,3,14,13,1,2
4192,2,NA,1,1,NA,3,0,1,NA
4193,1,NA,NA,NA,NA,11,48,1,2
4194,2,1,1,2,NA,NA,15,NA,NA
4195,NA,2,2,NA,NA,4,61,NA,2
4196,NA,1,NA,2,2,2,85,NA,2
4197,2,1,1,1,1,4,NA,NA,NA
4198,1,1,1,2,NA,15,65,2,NA
4199,2,NA,NA,NA,NA,15,45,1,NA
4200,2,NA,NA,1,2,16,33,1,NA
4201,NA,1,NA,NA,NA,NA,9,NA,2
4202,2,1,NA,NA,1,7,NA,2,1
4203,NA,NA,NA,1,NA,NA,27,1,2
4204,NA,NA,1,NA,NA,NA,NA,1,2
4205,1,2,1,1,NA,1,60,3,NA
4206,2,1,NA,2,2,14,NA,1,2
4207,NA,1,NA,NA,NA,NA,74,4,NA
4208,2,1,1,2,3,1,NA,NA,2
4209,2,1,NA,1,NA,15,26,NA,2
4210,1,NA,NA,2,2,7,28,NA,NA
4211,2,1,NA,NA,2,6,47,NA,2
4212,NA,NA,1,1,NA,3,NA,NA,2
4213,NA,1,1,2,NA,16,48,1,NA
4214,1,NA,NA,1,1,14,NA,1,NA
4215,2,NA,NA,1,NA,15,NA,NA,NA
4216,NA,NA,1,NA,2,NA,39,4,NA
4217,1,1,1,2,NA,NA,NA,1,NA
4218,1,1,NA,1,1,NA,NA,1,2
4219,NA,NA,1,1,3,NA,85,1,2
4220,2,1,NA,NA,1,NA,67,1,2
4221,NA,1,1,2,NA,12,0,NA,2
4222,NA,1,1,2,2,6,89,1,2
4223,2,1,NA,NA,1,8,64,NA,2
4224,NA,NA,1,1,NA,NA,57,NA,NA
4225,2,NA,1,NA,2,NA,NA,NA,2
4226,2,NA,1,NA,3,NA,37,1,2
4227,2,1,NA,2,2,7,NA,4,2
4228,NA,1,1,2,NA,NA,NA,1,2
4229,NA,1,NA,NA,NA,NA,NA,1,2
4230,1,1,NA,NA,NA,NA,29,NA,2
4231,2,1,1,NA,2,NA,34,NA,2
4232,NA,1,NA,1,3,NA,11,1,NA
4233,2,1,1,1,2,15,28,NA,NA
4234,2,NA,NA,2,1,NA,48,NA,2
4235,2,1,NA,NA,3,2,NA,3,NA
4236,2,NA,1,NA,1,16,NA,NA,2
4237,NA,NA,NA,1,2,7,NA,1,NA
4238,NA,NA,NA,2,NA,7,NA,1,2
4239,2,1,1,1,2,NA,80,1,2
4240,2,NA,1,NA,NA,2,56,1,2
4241,NA,1,1,NA,NA,2,NA,3,NA
4242,2,NA,1,NA,NA,NA,NA,1,NA
4243,2,NA,NA,2,NA,12,NA,1,2
4244,1,2,1,NA,NA,8,NA,2,2
4245,2,NA,1,1,3,NA,NA,1,2
4246,2,1,1,2,1,NA,85,1,NA
4247,1,1,1,NA,NA,NA,NA,1,NA
4248,2,1,NA,2,1,14,NA,1,NA
4249,NA,NA,1,2,3,11,23,NA,NA
4250,1,NA,NA,1,2,4,NA,2,2
4251,NA,NA,1,2,NA,9,NA,NA,NA
4252,NA,NA,1,NA,1,14,NA,2,NA
4253,2,1,2,2,3,7,NA,NA,NA
4254,NA,NA,1,NA,2,NA,57,NA,NA
4255,1,1,1,1,NA,6,82,NA,2
4256,1,1,NA,1,2,8,89,1,1
4257,NA,1,NA,NA,2,11,NA,NA,NA
4258,2,2,1,2,1,5,63,NA,NA
4259,2,1,NA,NA,2,8,NA,2,2
4260,NA,1,NA,1,NA,2,77,NA,NA
4261,1,1,1,NA,1,7,4,NA,NA
4262,NA,NA,NA,NA,NA,11,34,1,2
4263,2,NA,NA,1,NA,NA,56,1,2
4264,2,NA,1,2,2,14,89,NA,2
4265,2,1,NA,1,NA,3,89,NA,NA
4266,NA,1,1,1,NA,3,NA,2,1
4267,NA,NA,1,NA,1,NA,60,1,2
4268,2,1,1,2,2,NA,31,NA,NA
4269,NA,1,1,NA,3,14,NA,NA,NA
4270,2,NA,1,1,NA,15,NA,1,2
4271,NA,1,1,1,2,15,NA,NA,NA
4272,2,1,1,2,2,NA,7,1,NA
4273,NA,1,1,1,NA,8,28,4,2
4274,2,NA,1,1,2,14,64,NA,NA
4275,NA,NA,NA,NA,NA,NA,55,NA,NA
4276,NA,1,1,1,1,NA,NA,NA,2
4277,2,1,1,2,NA,NA,45,1,2
4278,NA,NA,1,NA,NA,11,25,NA,NA
4279,NA,1,1,NA,2,7,NA,3,2
4280,1,NA,NA,NA,3,11,35,3,NA
4281,1,NA,NA,NA,1,NA,10,1,2
4282,1,1,1,NA,2,16,32,NA,NA
4283,2,2,1,1,NA,12,1,NA,2
4284,2,1,NA,NA,2,4,NA,4,2
4285,1,NA,1,NA,3,NA,28,NA,NA
4286,NA,NA,1,2,NA,NA,NA,1,NA
4287,2,1,1,NA,2,NA,NA,NA,NA
4288,1,2,1,1,2,1,43,NA,NA
4289,NA,2,NA,NA,3,16,54,NA,2
4290,NA,1,NA,NA,3,6,8,1,NA
4291,NA,1,1,1,2,7,71,NA,2
4292,1,NA,NA,2,NA,4,NA,NA,2
4293,1,NA,NA,NA,2,NA,15,NA,NA
4294,2,1,NA,NA,3,4,78,1,2
4295,NA,1,NA,NA,NA,14,6,1,2
4296,1,1,NA,2,NA,NA,10,NA,2
4297,2,1,1,1,NA,12,73,NA,NA
4298,NA,1,1,NA,NA,NA,1,1,2
4299,2,NA,NA,2,NA,NA,NA,1,2
4300,2,1,NA,1,2,NA,65,NA,2
4301,NA,NA,1,NA,1,11,72,2,2
4302,1,NA,1,1,3,NA,NA,1,NA
4303,1,1,NA,NA,2,NA,NA,NA,2
4304,1,1,1,2,3,NA,47,1,NA
4305,2,1,1,2,NA,NA,NA,1,1
4306,NA,1,1,1,3,7,NA,1,NA
4307,NA,1,NA,NA,1,3,12,2,2
4308,1,1,1,NA,2,NA,NA,1,2
4309,2,NA,NA,1,NA,12,67,NA,NA
4310,NA,1,NA,1,NA,15,NA,1,NA
4311,2,NA,1,2,3,4,NA,1,NA
4312,1,NA,NA,2,1,7,60,NA,2
4313,1,NA,1,1,NA,NA,10,1,2
4314,1,1,NA,NA,2,NA,8,NA,NA
4315,NA,1,NA,NA,1,14,NA,3,2
4316,2,1,1,1,3,NA,15,NA,NA
4317,2,NA,NA,2,3,4,66,1,2
4318,1,1,NA,1,NA,NA,9,3,2
4319,NA,1,1,NA,3,2,NA,NA,2
4320,2,NA,1,NA,NA,13,81,4,2
4321,NA,NA,NA,NA,NA,3,33,NA,NA
4322,1,1,1,2,NA,14,67,1,2
4323,2,1,NA,1,NA,1,29,1,2
4324,1,NA,NA,2,1,11,NA,NA,2
4325,NA,NA,1,1,NA,NA,59,NA,NA
4326,2,1,1,2,NA,NA,57,NA,2
4327,1,NA,1,1,NA,4,NA,NA,2
4328,NA,NA,1,2,3,12,6,NA,NA
4329,2,1,1,1,NA,NA,61,NA,2
4330,2,NA,1,2,1,NA,19,1,2
4331,2,1,1,NA,1,NA,NA,NA,2
4332,NA,NA,NA,1,NA,NA,36,1,NA
4333,2,NA,1,1,NA,NA,NA,NA,2
4334,NA,1,1,1,NA,1,26,NA,2
4335,NA,1,NA,1,NA,NA,NA,3,1
4336,2,NA,NA,2,2,9,NA,3,NA
4337,2,1,1,2,NA,12,NA,1,2
4338,2,1,NA,NA,2,10,NA,NA,2
4339,2,1,NA,NA,3,1,NA,2,2
4340,NA,2,NA,NA,1,10,3,1,2
4341,2,NA,1,1,NA,NA,NA,1,2
4342,NA,NA,1,1,2,NA,67,NA,NA
4343,2,1,NA,NA,NA,NA,18,NA,1
4344,2,NA,NA,NA,1,NA,10,1,2
4345,1,1,NA,2,1,15,46,1,NA
4346,NA,1,NA,NA,1,12,NA,1,2
4347,NA,NA,NA,NA,NA,4,70,4,NA
4348,NA,NA,NA,1,2,NA,19,3,2
4349,2,1,1,1,NA,12,11,1,2
4350,2,1,NA,2,NA,NA,16,3,1
4351,2,1,NA,2,NA,NA,23,NA,NA
4352,1,NA,1,1,3,NA,4,NA,2
4353,NA,1,2,2,2,NA,NA,1,2
4354,1,NA,2,NA,NA,4,72,1,2
4355,NA,NA,1,1,1,14,20,1,2
4356,NA,NA,1,NA,NA,NA,86,4,1
4357,2,NA,NA,2,NA,10,3,NA,NA
4358,1,NA,2,NA,NA,9,NA,NA,2
4359,NA,NA,NA,2,2,13,NA,1,2
4360,NA,1,NA,NA,NA,NA,64,1,2
4361,2,1,1,1,NA,5,51,NA,NA
4362,NA,1,1,2,2,NA,NA,3,2
4363,1,1,1,1,2,NA,73,1,NA
4364,NA,1,1,2,NA,3,NA,1,NA
4365,2,1,1,2,NA,13,NA,3,2
4366,NA,1,NA,NA,1,NA,1,1,2
4367,1,1,NA,NA,2,10,NA,NA,NA
4368,2,1,1,1,2,16,NA,NA,2
4369,2,NA,NA,1,2,3,NA,NA,2
4370,1,2,NA,2,NA,NA,NA,4,NA
4371,1,1,1,2,NA,NA,11,3,2
4372,2,1,1,2,1,NA,NA,NA,NA
4373,2,1,NA,2,NA,15,NA,3,2
4374,1,1,1,NA,NA,9,NA,1,2
4375,NA,NA,1,NA,2,14,NA,1,NA
4376,2,1,1,NA,1,NA,NA,NA,2
4377,1,NA,1,NA,NA,6,NA,1,2
4378,NA,NA,1,2,1,5,33,NA,2
4379,NA,1,NA,1,NA,NA,12,4,2
4380,2,NA,1,2,1,11,40,NA,NA
4381,NA,NA,1,2,NA,NA,52,1,2
4382,NA,2,NA,2,2,NA,85,1,2
4383,2,NA,1,NA,1,11,4,1,2
4384,NA,1,NA,NA,2,NA,21,1,2
4385,2,1,1,1,2,14,NA,2,NA
4386,1,1,NA,2,2,NA,23,NA,NA
4387,NA,1,1,NA,3,NA,NA,1,NA
4388,1,NA,1,1,1,7,27,1,NA
4389,NA,1,NA,2,NA,10,20,NA,2
4390,1,NA,1,2,2,NA,84,1,2
4391,1,1,2,1,3,NA,NA,NA,2
4392,NA,1,NA,1,3,NA,51,1,2
4393,1,1,1,2,2,5,27,3,2
4394,NA,NA,NA,NA,3,13,54,1,NA
4395,2,1,NA,1,2,1,4,NA,NA
4396,2,1,NA,2,NA,13,71,NA,2
4397,2,1,1,1,2,NA,NA,1,NA
4398,NA,1,1,1,NA,5,3,4,2
4399,2,1,1,2,NA,NA,11,NA,2
4400,2,1,1,2,NA,5,NA,NA,2
4401,2,NA,1,1,3,15,90,3,NA
4402,2,2,1,NA,NA,16,41,3,NA
4403,NA,NA,1,NA,NA,NA,25,1,NA
4404,NA,1,NA,NA,2,9,17,NA,NA
4405,NA,1,NA,2,3,NA,38,NA,NA
4406,1,1,1,1,2,4,NA,NA,2
4407,2,1,NA,2,3,NA,NA,NA,NA
4408,NA,2,1,1,3,NA,NA,1,NA
4409,NA,NA,NA,1,NA,13,26,NA,NA
4410,1,1,1,NA,NA,16,33,1,NA
4411,2,1,1,1,2,8,42,1,NA
4412,1,1,NA,1,2,NA,26,NA,2
4413,NA,NA,NA,NA,NA,NA,58,1,2
4414,2,1,1,NA,NA,13,NA,1,2
4415,2,1,1,1,3,NA,47,1,2
4416,1,2,2,NA,NA,NA,NA,1,2
4417,2,1,NA,NA,1,NA,50,1,2
4418,NA,2,1,1,NA,NA,38,3,NA
4419,NA,NA,1,NA,2,1,NA,1,NA
4420,2,NA,NA,1,1,NA,77,2,NA
4421,NA,1,NA,NA,NA,NA,25,2,NA
4422,NA,NA,1,NA,3,1,NA,3,NA
4423,1,1,NA,NA,2,NA,6,1,NA
4424,NA,1,NA,1,NA,NA,26,NA,2
4425,2,NA,1,NA,2,4,77,1,2
4426,NA,NA,NA,NA,1,8,NA,1,2
4427,2,NA,NA,1,2,NA,49,1,NA
4428,1,NA,2,NA,3,16,NA,NA,NA
4429,1,1,1,NA,NA,7,NA,NA,NA
4430,NA,NA,NA,2,NA,NA,NA,1,2
4431,1,1,1,2,2,NA,NA,1,NA
4432,2,1,NA,NA,2,NA,NA,NA,2
4433,NA,1,NA,1,NA,11,69,1,2
4434,NA,NA,NA,1,NA,11,40,2,2
4435,NA,NA,1,NA,NA,13,86,NA,NA
4436,1,NA,NA,NA,NA,9,66,NA,2
4437,2,NA,1,NA,NA,NA,63,1,NA
4438,NA,1,NA,NA,2,NA,77,1,2
4439,NA,NA,NA,1,2,3,29,1,NA
4440,2,1,1,1,2,15,58,NA,NA
4441,NA,NA,NA,NA,NA,14,NA,1,2
4442,2,NA,NA,NA,1,NA,31,1,2
4443,1,NA,NA,1,2,6,NA,NA,NA
4444,2,NA,NA,NA,2,NA,49,NA,NA
4445,NA,NA,1,1,2,NA,32,1,NA
4446,NA,1,2,2,2,NA,13,1,NA
4447,2,NA,NA,NA,NA,12,85,NA,2
4448,1,1,1,NA,NA,NA,54,NA,2
4449,2,1,NA,1,2,NA,NA,1,2
4450,NA,NA,NA,NA,2,NA,NA,1,1
4451,1,NA,NA,1,2,NA,82,1,2
4452,NA,NA,1,1,1,NA,11,1,2
4453,NA,1,NA,NA,1,9,78,1,NA
4454,2,1,1,2,2,6,49,NA,NA
4455,1,1,NA,1,3,NA,NA,1,NA
4456,2,1,1,1,NA,4,NA,2,2
4457,1,NA,NA,1,NA,NA,48,NA,NA
4458,1,1,2,1,2,11,13,NA,2
4459,2,NA,NA,2,1,7,68,1,2
4460,NA,1,1,2,2,5,72,1,NA
4461,2,1,NA,1,2,3,NA,1,1
4462,NA,NA,NA,1,NA,1,11,NA,2
4463,2,1,1,1,1,NA,NA,NA,NA
4464,2,2,1,1,1,11,32,NA,2
4465,2,NA,1,2,2,5,NA,NA,2
4466,2,1,NA,2,1,NA,NA,2,NA
4467,2,1,NA,NA,2,NA,26,2,2
4468,NA,NA,NA,NA,2,1,10,1,NA
4469,1,1,NA,1,1,NA,10,NA,2
4470,1,1,1,1,1,11,18,1,2
4471,1,NA,NA,NA,3,NA,58,1,2
4472,NA,1,1,1,NA,NA,NA,NA,2
4473,1,NA,NA,NA,2,NA,2,NA,1
4474,1,1,1,2,NA,NA,NA,1,2
4475,NA,1,1,NA,2,NA,NA,1,NA
4476,NA,1,1,1,2,11,NA,NA,2
4477,1,1,1,NA,2,12,NA,1,2
4478,1,1,NA,2,NA,NA,69,2,2
4479,NA,1,1,1,2,2,7,1,NA
4480,2,1,1,1,NA,NA,19,NA,2
4481,1,NA,1,1,2,4,62,1,2
4482,1,2,1,2,3,NA,12,NA,2
4483,1,1,1,NA,1,NA,NA,3,2
4484,NA,1,1,2,NA,12,NA,NA,NA
4485,NA,1,1,NA,NA,3,69,NA,2
4486,2,1,NA,NA,1,13,90,NA,NA
4487,2,1,NA,1,2,11,62,NA,2
4488,2,1,1,NA,2,NA,NA,1,2
4489,2,1,1,NA,2,NA,72,NA,2
4490,NA,1,1,NA,NA,4,3,NA,2
4491,2,1,1,NA,NA,NA,62,1,1
4492,1,NA,NA,2,NA,NA,NA,1,NA
4493,NA,1,1,NA,NA,NA,60,NA,2
4494,2,NA,1,2,2,4,NA,NA,2
4495,NA,2,2,1,2,5,NA,NA,2
4496,2,NA,NA,NA,2,15,51,1,2
4497,NA,1,1,NA,NA,NA,NA,NA,2
4498,NA,1,1,1,1,5,34,1,2
4499,2,NA,1,2,NA,NA,61,NA,NA
4500,1,1,1,2,NA,13,51,NA,2
4501,NA,NA,NA,1,NA,NA,NA,1,NA
4502,NA,2,NA,1,1,11,NA,NA,NA
4503,2,1,1,NA,NA,9,NA,2,2
4504,NA,NA,1,2,2,NA,NA,NA,2
4505,1,NA,NA,2,NA,5,2,NA,NA
4506,NA,NA,NA,NA,NA,NA,NA,4,2
4507,NA,NA,NA,2,NA,3,NA,1,2
4508,2,NA,1,NA,NA,NA,NA,1,2
4509,NA,1,1,NA,NA,10,11,NA,2
